rivnumb,rivalry,rivala,rivalb,beginr,endr,totdisp,rivtyp2,rivtypold
909,345369,345,369,20001124,20001128,2,ISOLATED,ISOLATED
910,345372,345,372,20001124,20001128,2,ISOLATED,ISOLATED
911,345373,345,373,20001124,20001128,2,ISOLATED,ISOLATED
912,345375,345,375,20001124,20001128,2,ISOLATED,ISOLATED
913,345380,345,380,20001124,20001128,2,ISOLATED,ISOLATED
914,345385,345,385,19980611,20001128,6,RIVALRY,PROTO
915,345390,345,390,19980611,20001128,6,RIVALRY,PROTO
916,345395,345,395,19980611,20001128,6,RIVALRY,PROTO
917,345600,345,600,20001124,20001128,2,ISOLATED,ISOLATED
919,345640,345,640,19120930,19181111,2,ISOLATED,ISOLATED
920,345640,345,640,19920716,20001128,10,RIVALRY,PROTO
921,345663,345,663,20001124,20001128,2,ISOLATED,ISOLATED
922,345696,345,696,20001124,20001128,2,ISOLATED,ISOLATED
923,350355,350,355,19130428,19520813,10,RIVALRY,ENDURING
924,350365,350,365,18860426,18970815,3,RIVALRY,PROTO
925,350365,350,365,19181217,19190406,1,ISOLATED,ISOLATED
927,350640,350,640,18290924,18290925,1,ISOLATED,ISOLATED
928,350640,350,640,18540101,18541201,1,ISOLATED,ISOLATED
929,350640,350,640,18661001,19250430,17,RIVALRY,ENDURING
930,350640,350,640,19580101,20011231,34,RIVALRY,ENDURING
931,350645,350,645,19820809,19991022,7,RIVALRY,PROTO
933,350666,350,666,19760718,19760718,1,ISOLATED,ISOLATED
934,350700,350,700,20011009,20011031,2,ISOLATED,ISOLATED
935,350710,350,710,19510120,19530727,1,ISOLATED,ISOLATED
936,350731,350,731,19510120,19530727,1,ISOLATED,ISOLATED
938,352640,352,640,19650316,20010720,15,RIVALRY,ENDURING
10939,352645,352,645,19840704,19880514,4,ISOLATED,ISOLATED
940,352651,352,651,19780219,19830219,2,ISOLATED,ISOLATED
941,352666,352,666,19870103,19870103,1,ISOLATED,ISOLATED
943,355360,355,360,19130628,19260723,3,RIVALRY,PROTO
944,355360,355,360,19401012,19401104,1,ISOLATED,ISOLATED
945,355365,355,365,19121102,19171215,3,RIVALRY,PROTO
10946,355365,355,365,19401104,19411213,3,ISOLATED,ISOLATED
949,355640,355,640,19081005,19150922,4,RIVALRY,PROTO
950,355640,355,640,19350823,19520501,5,RIVALRY,PROTO
951,355640,355,640,19860720,19871003,3,RIVALRY,PROTO
952,355666,355,666,19550727,19550727,1,ISOLATED,ISOLATED
953,355705,355,705,19960123,19960123,2,ISOLATED,ISOLATED
959,359365,359,365,19920331,19930215,3,RIVALRY,PROTO
960,360365,360,365,19180102,19190406,2,ISOLATED,ISOLATED
962,360365,360,365,19710802,19710808,1,ISOLATED,ISOLATED
10961,360365,360,365,19400523,19440823,5,ISOLATED,ISOLATED
963,360369,360,369,19970326,19970328,2,ISOLATED,ISOLATED
966,360560,360,560,19411216,19440823,1,ISOLATED,ISOLATED
968,360640,360,640,19141020,19171209,2,ISOLATED,ISOLATED
971,360900,360,900,19411216,19440823,1,ISOLATED,ISOLATED
972,360920,360,920,19411216,19440823,1,ISOLATED,ISOLATED
973,365366,365,366,19181122,19211125,2,ISOLATED,ISOLATED
974,365366,365,366,19390301,19400617,2,ISOLATED,ISOLATED
975,365366,365,366,19920727,19920802,1,ISOLATED,ISOLATED
976,365367,365,367,19190103,19211125,2,ISOLATED,ISOLATED
977,365367,365,367,19390923,19400617,2,ISOLATED,ISOLATED
978,365367,365,367,19940110,19990205,4,RIVALRY,PROTO
979,365368,365,368,19181111,19200712,1,ISOLATED,ISOLATED
980,365368,365,368,19400201,19400615,1,ISOLATED,ISOLATED
981,365368,365,368,19950329,19950329,2,ISOLATED,ISOLATED
982,365369,365,369,19920714,19960324,5,RIVALRY,PROTO
983,365372,365,372,19920613,20011018,8,RIVALRY,PROTO
984,365373,365,373,19930200,19990330,4,RIVALRY,PROTO
985,365375,365,375,19190526,19201014,1,ISOLATED,ISOLATED
986,365375,365,375,19391008,19440819,2,ISOLATED,ISOLATED
987,365375,365,375,19540915,19630827,2,ISOLATED,ISOLATED
988,365380,365,380,19151106,19160731,1,ISOLATED,ISOLATED
990,365380,365,380,19811022,19920921,5,RIVALRY,PROTO
10989,365380,365,380,19520616,19640924,3,RIVALRY,PROTO
10990,365380,365,380,19430430,19430430,1,ISOLATED,ISOLATED
991,365385,365,385,19560130,20010219,17,RIVALRY,ENDURING
992,365390,365,390,19590214,19590214,1,ISOLATED,ISOLATED
2002,365390,365,390,19990408,19990419,2,ISOLATED,ISOLATED
993,365395,365,395,19490912,19490912,1,ISOLATED,ISOLATED
994,365452,365,452,19681010,19690228,1,ISOLATED,ISOLATED
996,365630,365,630,19080416,19871102,18,RIVALRY,ENDURING
997,365640,365,640,18170404,18290914,6,RIVALRY,PROTO
998,365640,365,640,18491101,18560330,3,RIVALRY,PROTO
999,365640,365,640,18760513,19210531,12,RIVALRY,ENDURING
1000,365640,365,640,19400201,19620817,5,RIVALRY,PROTO
1001,365640,365,640,19930907,20000913,10,RIVALRY,PROTO
1003,365645,365,645,19930106,19930114,2,ISOLATED,ISOLATED
1005,365663,365,663,19570913,19571119,1,ISOLATED,ISOLATED
1006,365666,365,666,19561105,19740828,6,RIVALRY,PROTO
1007,365700,365,700,19220401,19260228,2,ISOLATED,ISOLATED
1008,365700,365,700,19391002,19400115,1,ISOLATED,ISOLATED
1009,365700,365,700,19800301,20011115,14,RIVALRY,ENDURING
1010,365710,365,710,18620601,19940630,54,RIVALRY,ENDURING
1011,365713,365,713,19490721,19580908,5,RIVALRY,PROTO
1012,365730,365,730,18990914,19050131,2,ISOLATED,ISOLATED
1013,365732,365,732,19591228,19830901,5,RIVALRY,PROTO
11014,365740,365,740,18610313,20010411,53,RIVALRY,ENDURING
1016,365770,365,770,19600508,19600730,1,ISOLATED,ISOLATED
1017,365800,365,800,19610420,19620224,2,ISOLATED,ISOLATED
1018,365812,365,812,19601216,19620224,2,ISOLATED,ISOLATED
1019,365817,365,817,19640707,19650418,1,ISOLATED,ISOLATED
1020,365840,365,840,19590228,19590306,1,ISOLATED,ISOLATED
1022,365900,365,900,19620505,19650418,2,ISOLATED,ISOLATED
1024,365920,365,920,19620505,19621124,1,ISOLATED,ISOLATED
1025,368370,368,370,20010830,20010930,2,ISOLATED,ISOLATED
1026,368411,368,411,20001110,20001220,2,ISOLATED,ISOLATED
1027,371373,371,373,19920126,20011212,14,RIVALRY,PROTO
1028,371630,371,630,19930900,19940317,4,RIVALRY,PROTO
1029,371640,371,640,19930400,20000911,4,RIVALRY,PROTO
1030,372373,372,373,19961017,19961025,2,ISOLATED,ISOLATED
1031,373630,373,630,20010723,20011200,2,ISOLATED,ISOLATED
1040,385390,385,390,19690109,19690109,1,ISOLATED,ISOLATED
1041,385390,385,390,19810831,19810831,1,ISOLATED,ISOLATED
1044,385900,385,900,20010830,20010830,2,ISOLATED,ISOLATED
1045,390630,390,630,19810812,19880702,3,ISOLATED,ISOLATED
1046,390713,390,713,19530810,19530810,1,ISOLATED,ISOLATED
1047,404433,404,433,19900415,19921212,2,ISOLATED,ISOLATED
1048,411481,411,481,19720601,19720918,1,ISOLATED,ISOLATED
1049,420433,420,433,19710114,19740724,2,ISOLATED,ISOLATED
1050,432435,432,435,19620723,19620723,1,ISOLATED,ISOLATED
1051,432436,432,436,19930208,19930208,2,ISOLATED,ISOLATED
1052,432439,432,439,19741101,19860731,3,RIVALRY,PROTO
1053,433435,433,435,19890410,19900416,2,ISOLATED,ISOLATED
1054,433645,433,645,19901201,19910303,1,ISOLATED,ISOLATED
1056,434436,434,436,19631202,19640101,1,ISOLATED,ISOLATED
1057,434475,434,475,20000429,20000501,2,ISOLATED,ISOLATED
1058,435600,435,600,19800229,19870418,3,RIVALRY,PROTO
1059,435615,435,615,19751027,19751027,1,ISOLATED,ISOLATED
1060,436483,436,483,19930218,19930218,2,ISOLATED,ISOLATED
1061,436645,436,645,19901201,19910303,1,ISOLATED,ISOLATED
1063,437438,437,438,19660316,19670925,2,ISOLATED,ISOLATED
1064,437438,437,438,19960304,19960430,2,ISOLATED,ISOLATED
1065,437450,437,450,19900104,19900104,1,ISOLATED,ISOLATED
1066,437475,437,475,19930528,19930528,2,ISOLATED,ISOLATED
1067,438450,438,450,19990813,20010525,4,RIVALRY,PROTO
1068,438451,438,451,19970527,20010604,4,RIVALRY,PROTO
1069,438452,438,452,19660310,19661104,3,RIVALRY,PROTO
1070,450451,450,451,19910331,20010618,5,RIVALRY,PROTO
1071,450475,450,475,19980200,19990409,3,RIVALRY,PROTO
11073,450645,450,645,19840525,19880514,3,ISOLATED,ISOLATED
1074,450740,450,740,19440127,19440727,1,ISOLATED,ISOLATED
1075,451452,451,452,19970527,19980310,2,ISOLATED,ISOLATED
1076,451475,451,475,19970527,19980310,2,ISOLATED,ISOLATED
1077,451645,451,645,19901201,19910303,1,ISOLATED,ISOLATED
1079,452461,452,461,19611101,19941210,11,RIVALRY,ENDURING
1080,452490,452,490,19601121,19601122,1,ISOLATED,ISOLATED
1081,471475,471,475,19810520,19980911,11,RIVALRY,PROTO
1082,471481,471,481,19761116,19761116,1,ISOLATED,ISOLATED
1083,471482,471,482,20010301,20010306,2,ISOLATED,ISOLATED
1084,475483,475,483,19830429,19830711,1,ISOLATED,ISOLATED
1085,475483,475,483,19950726,19950731,2,ISOLATED,ISOLATED
1086,482483,482,483,19690101,19690203,1,ISOLATED,ISOLATED
1087,482483,482,483,20011221,20011221,2,ISOLATED,ISOLATED
1088,482484,482,484,19770513,19770526,1,ISOLATED,ISOLATED
1089,482500,482,500,19770513,19770525,1,ISOLATED,ISOLATED
1090,482540,482,540,19770513,19770525,1,ISOLATED,ISOLATED
1091,483500,483,500,19980929,19990430,2,ISOLATED,ISOLATED
1092,483517,483,517,19980929,19990430,3,RIVALRY,PROTO
1093,483620,483,620,19760909,19940531,7,RIVALRY,PROTO
1094,483625,483,625,19660808,19660917,1,ISOLATED,ISOLATED
1095,484490,484,490,19630815,19971008,11,RIVALRY,ENDURING
1096,484540,484,540,19950513,19971015,4,RIVALRY,PROTO
1097,484600,484,600,19770501,19770522,1,ISOLATED,ISOLATED
1098,484651,484,651,19770501,19770525,1,ISOLATED,ISOLATED
1099,490500,490,500,19650215,19650317,1,ISOLATED,ISOLATED
1100,490500,490,500,19770428,20010630,6,RIVALRY,ENDURING
1101,490517,490,517,19960922,20010630,4,RIVALRY,PROTO
1102,490540,490,540,19751224,19780320,3,RIVALRY,PROTO
1103,490540,490,540,19941023,19970531,4,RIVALRY,PROTO
1104,490551,490,551,19710429,19940930,8,RIVALRY,ENDURING
1105,490552,490,552,19661017,19661017,1,ISOLATED,ISOLATED
1106,490560,490,560,19770426,19770426,1,ISOLATED,ISOLATED
1107,490620,490,620,19830703,19841013,1,ISOLATED,ISOLATED
1108,500501,500,501,19650515,19970228,12,RIVALRY,ENDURING
1109,500510,500,510,19710127,19790603,5,RIVALRY,PROTO
1110,500517,500,517,19710707,19710816,1,ISOLATED,ISOLATED
1111,500517,500,517,19910127,20011030,7,RIVALRY,PROTO
1112,500540,500,540,19980819,20010603,1,ISOLATED,ISOLATED
1113,500551,500,551,19730129,19750907,2,ISOLATED,ISOLATED
1114,500552,500,552,19980823,20010630,2,ISOLATED,ISOLATED
1115,500565,500,565,19980819,20010630,2,ISOLATED,ISOLATED
1116,500600,500,600,19770428,19770522,1,ISOLATED,ISOLATED
11117,500625,500,625,19680514,20011030,13,RIVALRY,ENDURING
1119,500651,500,651,19770428,19770525,1,ISOLATED,ISOLATED
1120,500666,500,666,19760705,19760705,1,ISOLATED,ISOLATED
1121,501510,501,510,19770204,19770214,1,ISOLATED,ISOLATED
1122,501520,501,520,19631229,19890920,4,RIVALRY,PROTO
1123,501530,501,530,19990116,19990116,2,ISOLATED,ISOLATED
1124,501651,501,651,19780215,19780217,1,ISOLATED,ISOLATED
1125,510516,510,516,19730315,19730722,2,ISOLATED,ISOLATED
1126,510516,510,516,19950615,20000531,6,RIVALRY,PROTO
1127,510552,510,552,19770807,19790807,1,ISOLATED,ISOLATED
1128,510560,510,560,19770807,19770807,1,ISOLATED,ISOLATED
1129,510620,510,620,19720922,19790603,2,ISOLATED,ISOLATED
1130,516517,516,517,19640122,19730629,3,RIVALRY,PROTO
1131,517540,517,540,19980819,20010603,1,ISOLATED,ISOLATED
1132,517552,517,552,19980823,20010630,2,ISOLATED,ISOLATED
1133,517565,517,565,19980819,20010630,2,ISOLATED,ISOLATED
1134,520530,520,530,19600814,19851022,16,RIVALRY,ENDURING
1135,520552,520,552,19661017,19661017,1,ISOLATED,ISOLATED
1136,520620,520,620,19811109,19811206,1,ISOLATED,ISOLATED
1137,522531,522,531,19951200,19981231,4,RIVALRY,PROTO
1138,522680,522,680,19860816,19860816,1,ISOLATED,ISOLATED
1139,530531,530,531,19980506,20001200,2,ISOLATED,ISOLATED
1140,530625,530,625,19670702,19970113,12,RIVALRY,ENDURING
1141,530710,530,710,19510501,19530727,1,ISOLATED,ISOLATED
1142,530731,530,731,19510501,19530727,1,ISOLATED,ISOLATED
1143,530740,530,740,19421214,19430614,1,ISOLATED,ISOLATED
1144,531625,531,625,19941100,19990131,4,RIVALRY,PROTO
1145,531679,531,679,19951113,19990821,6,RIVALRY,PROTO
1146,540551,540,551,19760128,19760930,1,ISOLATED,ISOLATED
1147,540551,540,551,20010107,20011200,2,ISOLATED,ISOLATED
1148,540552,540,552,19790226,19790226,1,ISOLATED,ISOLATED
1149,540560,540,560,19751111,19880830,1,ISOLATED,ISOLATED
1150,540571,540,571,19880808,19880808,1,ISOLATED,ISOLATED
1151,540600,540,600,19770416,19780201,2,ISOLATED,ISOLATED
1152,540651,540,651,19770428,19770525,1,ISOLATED,ISOLATED
1153,541552,541,552,19751009,19771127,1,ISOLATED,ISOLATED
1154,541553,541,553,19860915,19860915,1,ISOLATED,ISOLATED
1155,541560,541,560,19830412,19871227,3,RIVALRY,PROTO
1156,541572,541,572,19940120,19940120,2,ISOLATED,ISOLATED
1157,551552,551,552,19651111,19791221,8,RIVALRY,PROTO
1158,551553,551,553,19860915,19860915,1,ISOLATED,ISOLATED
1159,551560,551,560,19680406,19870425,11,RIVALRY,PROTO
1160,552553,552,553,19860915,19860915,1,ISOLATED,ISOLATED
1161,552560,552,560,19860519,19880214,2,ISOLATED,ISOLATED
1162,552571,552,571,19690301,19790810,7,RIVALRY,PROTO
1163,552580,552,580,19661017,19661017,1,ISOLATED,ISOLATED
1164,560570,560,570,19821209,19830327,1,ISOLATED,ISOLATED
1165,560570,560,570,19940907,19941216,4,RIVALRY,PROTO
1166,560571,560,571,19840826,19880721,5,RIVALRY,PROTO
1167,560572,560,572,19860819,19881030,2,ISOLATED,ISOLATED
1168,560740,560,740,19410307,19450814,1,ISOLATED,ISOLATED
1169,565571,565,571,19971022,19980420,2,ISOLATED,ISOLATED
1170,600615,600,615,19620702,19840615,6,RIVALRY,ENDURING
1171,600645,600,645,19900811,19910303,1,ISOLATED,ISOLATED
1173,615666,615,666,19680723,19701014,2,ISOLATED,ISOLATED
1174,616620,616,620,19770520,19850822,4,RIVALRY,PROTO
1175,616645,616,645,19610910,19620228,1,ISOLATED,ISOLATED
1176,616666,616,666,19851001,19851001,1,ISOLATED,ISOLATED
1177,620625,620,625,19720920,19840331,6,RIVALRY,PROTO
1178,620651,620,651,19750804,19851202,10,RIVALRY,PROTO
1180,620666,620,666,19730221,19730221,1,ISOLATED,ISOLATED
1181,620666,620,666,19860204,19860204,1,ISOLATED,ISOLATED
1182,620698,620,698,19811109,19811206,1,ISOLATED,ISOLATED
1183,625645,625,645,19610910,19620228,1,ISOLATED,ISOLATED
1184,625651,625,651,19580201,19580225,1,ISOLATED,ISOLATED
1185,625651,625,651,19910201,19960331,9,RIVALRY,PROTO
1186,630640,630,640,19070805,19170320,2,ISOLATED,ISOLATED
1187,630640,630,640,19810921,20010825,12,RIVALRY,PROTO
11189,630645,630,645,19341201,19990610,31,RIVALRY,ENDURING
1190,630651,630,651,19930311,19930311,2,ISOLATED,ISOLATED
1191,630670,630,670,19840426,19880424,7,RIVALRY,PROTO
1192,630680,630,680,19761125,19761125,1,ISOLATED,ISOLATED
11193,630690,630,690,19801113,19880520,9,ISOLATED,ISOLATED
11194,630692,630,692,19840529,19880419,3,ISOLATED,ISOLATED
11195,630694,630,694,19840529,19870522,3,ISOLATED,ISOLATED
11196,630696,630,696,19840529,19880419,4,ISOLATED,ISOLATED
21196,630696,630,696,19920415,19920418,1,ISOLATED,ISOLATED
1197,630698,630,698,19840529,19840701,1,ISOLATED,ISOLATED
1198,630700,630,700,19341215,19341215,1,ISOLATED,ISOLATED
1199,630700,630,700,19790318,19990516,10,RIVALRY,PROTO
1201,630740,630,740,19450301,19450814,1,ISOLATED,ISOLATED
1202,630740,630,740,19870903,19880518,2,ISOLATED,ISOLATED
11208,640645,640,645,19580715,20010826,21,RIVALRY,ENDURING
1210,640651,640,651,19571013,19590804,2,ISOLATED,ISOLATED
11212,640652,640,652,19550326,19981119,14,RIVALRY,ENDURING
1214,640666,640,666,19760810,19760810,1,ISOLATED,ISOLATED
1215,640700,640,700,20011007,20011115,2,ISOLATED,ISOLATED
1216,640710,640,710,19501018,19530727,1,ISOLATED,ISOLATED
1217,640731,640,731,19501018,19530727,1,ISOLATED,ISOLATED
1219,645651,645,651,19590310,19620228,3,RIVALRY,PROTO
1220,645651,645,651,19900811,19991022,3,RIVALRY,PROTO
1221,645652,645,652,19570417,19570526,1,ISOLATED,ISOLATED
1222,645652,645,652,19760606,19910303,4,RIVALRY,PROTO
1223,645663,645,663,19490615,19490814,1,ISOLATED,ISOLATED
1224,645663,645,663,19610910,19700926,2,ISOLATED,ISOLATED
1225,645663,645,663,19991022,19991022,2,ISOLATED,ISOLATED
11227,645666,645,666,19480514,19981220,10,RIVALRY,ENDURING
11229,645670,645,670,19610701,20010824,7,RIVALRY,ENDURING
1230,645690,645,690,19610625,20010331,25,RIVALRY,ENDURING
1231,645692,645,692,19860826,19941020,4,RIVALRY,PROTO
1232,645694,645,694,19910122,19910303,1,ISOLATED,ISOLATED
1233,645696,645,696,19900716,19991022,5,RIVALRY,PROTO
1234,645698,645,698,19910224,19941020,3,RIVALRY,PROTO
1236,645740,645,740,19430116,19450906,1,ISOLATED,ISOLATED
1237,645740,645,740,19910124,19910124,1,ISOLATED,ISOLATED
1239,645770,645,770,19730210,19730210,1,ISOLATED,ISOLATED
1240,645770,645,770,19900901,19910303,1,ISOLATED,ISOLATED
1241,645771,645,771,19900901,19910303,1,ISOLATED,ISOLATED
1243,645900,645,900,19900909,19910303,1,ISOLATED,ISOLATED
1244,651663,651,663,19480601,19621222,6,RIVALRY,PROTO
1246,651666,651,666,19480514,19890603,36,RIVALRY,ENDURING
1247,651670,651,670,19621001,19670514,6,RIVALRY,PROTO
1248,651740,651,740,19450224,19450814,1,ISOLATED,ISOLATED
1249,652660,652,660,19490519,19490814,1,ISOLATED,ISOLATED
1250,652660,652,660,19630205,19691113,3,RIVALRY,PROTO
1251,652663,652,663,19490426,19820224,8,RIVALRY,ENDURING
1252,652666,652,666,19480514,20010701,51,RIVALRY,ENDURING
1253,660666,660,666,19480514,20011231,8,RIVALRY,ENDURING
1255,663666,663,666,19480514,19731024,13,RIVALRY,ENDURING
1256,663666,663,666,19900504,19910303,1,ISOLATED,ISOLATED
1257,663670,663,670,19560107,19560110,1,ISOLATED,ISOLATED
1259,663678,663,678,19621021,19621222,1,ISOLATED,ISOLATED
1268,666670,666,670,19570112,19811109,6,RIVALRY,ENDURING
1269,666690,666,690,19670517,19670610,1,ISOLATED,ISOLATED
1270,670678,670,678,19310101,19340623,3,RIVALRY,PROTO
1271,670678,670,678,19621005,19800215,5,RIVALRY,PROTO
1272,670679,670,679,19941023,19980719,4,RIVALRY,PROTO
1273,670680,670,680,19691126,19691212,1,ISOLATED,ISOLATED
1274,670694,670,694,19920930,19950628,3,RIVALRY,PROTO
1275,670740,670,740,19430909,19430909,1,ISOLATED,ISOLATED
1276,678680,678,680,19711025,19790317,2,ISOLATED,ISOLATED
1277,678698,678,698,19800519,19871011,2,ISOLATED,ISOLATED
1278,680698,680,698,19720506,19821207,4,RIVALRY,PROTO
1279,692694,692,694,19860426,19860615,1,ISOLATED,ISOLATED
1280,700701,700,701,19930303,19930807,2,ISOLATED,ISOLATED
1281,700702,700,702,19930303,20011010,8,RIVALRY,PROTO
1282,700703,700,703,19930303,19970531,4,RIVALRY,PROTO
1283,700704,700,704,19930303,20011031,10,RIVALRY,PROTO
1284,700705,700,705,19930303,19931007,2,ISOLATED,ISOLATED
1285,700770,700,770,19490301,20011031,13,RIVALRY,ENDURING
1286,700900,700,900,20011007,20011115,2,ISOLATED,ISOLATED
1287,702704,702,704,19990815,19991003,2,ISOLATED,ISOLATED
1288,703704,703,704,19991029,19991031,2,ISOLATED,ISOLATED
1289,710712,710,712,19430901,19480231,2,ISOLATED,ISOLATED
1290,710712,710,712,19741201,19741231,1,ISOLATED,ISOLATED
1291,710712,710,712,19991013,19991013,2,ISOLATED,ISOLATED
11292,710713,710,713,19491001,20010831,27,RIVALRY,ENDURING
1294,710731,710,731,19930100,19971025,6,RIVALRY,PROTO
1295,710732,710,732,19500930,19941031,11,RIVALRY,ENDURING
1296,710740,710,740,18730601,19580507,34,RIVALRY,ENDURING
11298,710740,710,740,19780413,19990715,7,RIVALRY,ENDURING
1299,710750,710,750,19501116,19870604,22,RIVALRY,ENDURING
1300,710770,710,770,19550201,19550201,1,ISOLATED,ISOLATED
1301,710775,710,775,19560730,19691107,3,RIVALRY,PROTO
1302,710790,710,790,19560214,19600801,3,RIVALRY,PROTO
1303,710800,710,800,19510120,19711231,5,RIVALRY,PROTO
1304,710811,710,811,19700313,19711231,1,ISOLATED,ISOLATED
1305,710812,710,812,19610402,19790315,3,RIVALRY,PROTO
1306,710816,710,816,19751123,19980930,17,RIVALRY,ENDURING
1307,710817,710,817,19560830,19740204,8,RIVALRY,PROTO
1308,710820,710,820,19830904,19840304,1,ISOLATED,ISOLATED
1309,710840,710,840,19500930,20010531,12,RIVALRY,ENDURING
1310,710850,710,850,19960902,19960930,2,ISOLATED,ISOLATED
1311,710900,710,900,19500930,19711231,3,RIVALRY,PROTO
1312,710920,710,920,19500930,19710631,3,RIVALRY,PROTO
1313,712740,712,740,19350108,19450814,4,RIVALRY,PROTO
1314,713731,713,731,19550107,19551107,1,ISOLATED,ISOLATED
1315,713740,713,740,19551229,19551229,1,ISOLATED,ISOLATED
1316,713740,713,740,19950108,19960906,4,RIVALRY,PROTO
1317,713775,713,775,19500101,19531029,2,ISOLATED,ISOLATED
1318,713816,713,816,19940416,19950325,4,RIVALRY,PROTO
1319,713817,713,817,19650425,19740204,3,RIVALRY,PROTO
1320,713840,713,840,19561004,19611126,2,ISOLATED,ISOLATED
1321,713840,713,840,19940416,19940428,2,ISOLATED,ISOLATED
1322,730740,730,740,18940605,18940723,1,ISOLATED,ISOLATED
1323,731732,731,732,19490505,20011127,32,RIVALRY,ENDURING
1324,731740,731,740,19940326,20011222,12,RIVALRY,PROTO
1325,731800,731,800,19510120,19530727,1,ISOLATED,ISOLATED
1326,731840,731,840,19500916,19530727,1,ISOLATED,ISOLATED
1327,731900,731,900,19500701,19530727,1,ISOLATED,ISOLATED
1328,731900,731,900,19940610,19940617,2,ISOLATED,ISOLATED
1329,731920,731,920,19500629,19530727,1,ISOLATED,ISOLATED
1330,732740,732,740,19530203,19990219,19,RIVALRY,ENDURING
1331,732811,732,811,19670224,19670224,1,ISOLATED,ISOLATED
1332,732816,732,816,19650108,19730128,1,ISOLATED,ISOLATED
1333,740800,740,800,19400729,19411208,2,ISOLATED,ISOLATED
1334,740840,740,840,19820115,19820115,1,ISOLATED,ISOLATED
1335,740850,740,850,19631117,19650114,2,ISOLATED,ISOLATED
1336,740900,740,900,19410307,19450814,1,ISOLATED,ISOLATED
1337,740910,740,910,19881114,19881114,1,ISOLATED,ISOLATED
1338,740920,740,920,19410307,19450814,1,ISOLATED,ISOLATED
1339,750770,750,770,19470922,20011231,46,RIVALRY,ENDURING
1340,750771,750,771,19760419,20010430,12,RIVALRY,ENDURING
1341,750775,750,775,19570920,19570920,1,ISOLATED,ISOLATED
1342,750780,750,780,19841217,19920317,4,RIVALRY,PROTO
1343,750790,750,790,19620401,19690931,4,RIVALRY,PROTO
1344,750910,750,910,19920531,19920531,1,ISOLATED,ISOLATED
1345,770775,770,775,19590829,19590829,1,ISOLATED,ISOLATED
1346,771775,771,775,19911221,19911221,1,ISOLATED,ISOLATED
1349,800811,800,811,19531101,19980502,18,RIVALRY,ENDURING
1350,800812,800,812,19600825,19880219,13,RIVALRY,ENDURING
1351,800816,800,816,19610420,19950531,8,RIVALRY,ENDURING
1352,800900,800,900,19420125,19450831,1,ISOLATED,ISOLATED
1353,811812,811,812,19770501,19771002,1,ISOLATED,ISOLATED
1354,811816,811,816,19690328,19790107,4,RIVALRY,PROTO
1355,811816,811,816,19960124,19960130,2,ISOLATED,ISOLATED
1356,811817,811,817,19560201,19670224,9,RIVALRY,PROTO
1357,811840,811,840,19680501,19680709,1,ISOLATED,ISOLATED
1358,812816,812,816,19581205,19730215,4,RIVALRY,PROTO
11359,816817,816,817,19601108,19750430,2,RIVALRY,PROTO
1360,816820,816,820,19830904,19840304,1,ISOLATED,ISOLATED
1361,816840,816,840,19661001,19730128,1,ISOLATED,ISOLATED
1362,816840,816,840,19980800,19991030,4,RIVALRY,PROTO
1363,816850,816,850,19800923,19800923,1,ISOLATED,ISOLATED
1364,816900,816,900,19640808,19721220,1,ISOLATED,ISOLATED
1365,816920,816,920,19650524,19710631,1,ISOLATED,ISOLATED
1366,817840,817,840,19740131,19740204,1,ISOLATED,ISOLATED
1367,820830,820,830,19920429,19920604,1,ISOLATED,ISOLATED
1368,820840,820,840,19680404,19880818,5,RIVALRY,PROTO
1369,820850,820,850,19630211,19651114,3,RIVALRY,PROTO
1370,840986,840,986,20000704,20000704,2,ISOLATED,ISOLATED
1371,850900,850,900,19630901,19651114,1,ISOLATED,ISOLATED
1372,850900,850,900,19990912,19990926,2,ISOLATED,ISOLATED
1373,850910,850,910,19820526,19901029,4,RIVALRY,PROTO
1374,850920,850,920,20010728,20010728,2,ISOLATED,ISOLATED
1375,910940,910,940,19930305,19961129,4,RIVALRY,PROTO
